+-------------+--------------+-------------------------------------------------------------------------------+----------------+
| Last Name   | First Name   | Title                                                                         | Release Date   |
| Myers       | Noah         | Charlotte Taylor's Pineview Cove                                              | 1951-02-03     |
| Perez       | William      | Journey through Mia Sullivan                                                  | 1902-06-24     |
| Evans       | Natalie      | Ava Harrison's Urban Serene Eclectic Brookside Haven                          | 1979-02-15     |
| Jimenez     | Lucas        | Mia Sullivan's Urban Exotic Stonebridge Ridge                                 | 1958-01-08     |
| Ward        | Grace        | Dragon's Sunflower Valley                                                     | 1961-07-07     |
| Phillips    | Isabella     | Sophia Parker's Vintage Idyllic Cedarwood Heights                             | 1931-01-11     |
| Castillo    | Harper       | Sophia Parker's Cosmopolitan Peaceful Riverstone Ranch                        | 2012-06-22     |
| Brown       | Benjamin     | Kingdom Charlotte Taylor                                                      | 1921-04-01     |
| Flores      | Grace        | Whispers from Elijah Turner                                                   | 1905-07-23     |
| Perez       | Emily        | In the Shadow of Idyllic Birchwood Springs                                    | 1962-12-07     |
| Brooks      | Emma         | Midnight Ava Harrison                                                         | 1908-11-11     |
| Price       | Lucas        | Quest for Charming Meadowview Heights                                         | 1905-01-19     |
| Anderson    | Daniel       | Underneath Caleb Reynolds                                                     | 1943-08-01     |
| Edwards     | Noah         | Secrets in the Historical Cedarwood Heights                                   | 1975-06-01     |
| Rogers      | David        | Bloodlines Maplewood Meadows                                                  | 1991-06-17     |
| Garcia      | Aiden        | Whispers from Willowbrook Park                                                | 1983-08-16     |
| Price       | Lucas        | Lily Anderson's Brookside Haven                                               | 1938-08-16     |
| Sanchez     | Daniel       | Rise of Lily Anderson                                                         | 2005-04-01     |
| Jimenez     | Ethan        | Legacy of Isabella Montgomery                                                 | 1986-05-05     |
| Brown       | Mia          | Echoes of Charming Greenbriar Estates                                         | 1978-06-19     |
| Garcia      | Scarlett     | Quest for Colorful Cosmopolitan Ashwood Terrace                               | 1948-02-19     |
| Walker      | Victoria     | Lucas Thornton's Brookside Meadows                                            | 1938-10-03     |
| Hill        | Ella         | Tales from Surreal Brookside Haven                                            | 1940-12-21     |
| Price       | Samuel       | Magic Grace Mitchell                                                          | 1970-05-16     |
| James       | Jackson      | Samuel Griffin's Artistic Willowridge Crossing                                | 1940-05-13     |
| Edwards     | Mia          | Dreams in the Surreal Maplewood Meadows                                       | 1944-08-16     |
| Miller      | Andrew       | Daniel Brooks's Artistic Tranquil Springvale Meadows                          | 1916-03-15     |
| Ross        | William      | William Carter's Vintage Urban Redwood Ridge                                  | 1941-01-20     |
| Taylor      | Aiden        | Harper Nelson's Willowbrook Grove                                             | 2017-05-13     |
| Sanders     | James        | Tales from Inviting Remote Lakeshore Landing                                  | 1935-06-09     |
| Wilson      | Scarlett     | Mystery Contemporary Silverlake Springs                                       | 1978-09-17     |
| Green       | Sophia       | Quest for the Ethan Wells                                                     | 1906-06-09     |
| Garcia      | Lucas        | Ava Harrison's Riverstone Ranch                                               | 1972-11-12     |
| Hughes      | William      | Enigma Enigmatic Sprawling Whimsical Evergreen Valley                         | 1946-01-03     |
| Lewis       | Elizabeth    | Songs of Elijah Turner                                                        | 1922-08-19     |
| Mendoza     | Harper       | Forgotten Olivia Bennett                                                      | 1906-12-02     |
| Brown       | Benjamin     | Kingdom Charlotte Taylor                                                      | 1975-04-14     |
